업종명,업소명,소재지(도로명),소재지(지번),소재지전화,업태명,데이터기준일자
일반음식점,촌집닭갈비,강원특별자치도 춘천시 남산면 강촌로 68,강원특별자치도 춘천시 남산면 강촌리 227-71 ,,식육(숯불구이),2026-05-27
일반음식점,샘토명물닭갈비본점,"강원특별자치도 춘천시 충열로 175, 1,2동 1층 (우두동)",강원특별자치도 춘천시 우두동 1018-4 ,,한식,2026-05-27
일반음식점,해바라기,"강원특별자치도 춘천시 전원길 1, 1층 (운교동)",강원특별자치도 춘천시 운교동 188-8 ,,분식,2026-05-27
일반음식점,이모네장터,"강원특별자치도 춘천시 행촌로 36-1 (퇴계동, 1층)",강원특별자치도 춘천시 퇴계동 902-10 ,,한식,2026-05-27
일반음식점,화톳불,강원특별자치도 춘천시 세실로192번길 6 (후평동),강원특별자치도 춘천시 후평동 882-7 ,,호프/통닭,2026-05-27
일반음식점,오도순순대국,"강원특별자치도 춘천시 퇴계농공로 13, 1층 (석사동)",강원특별자치도 춘천시 석사동 890-2 (1층) ,,한식,2026-05-27
일반음식점,한량,"강원특별자치도 춘천시 약사고개길46번길 14-16, 2층 (약사동)",강원특별자치도 춘천시 약사동 86-7 ,,기타,2026-05-27
일반음식점,차이나게이트,"강원특별자치도 춘천시 애막골길7번길 31-1, 1층 (석사동)",강원특별자치도 춘천시 석사동 737-3 ,,중국식,2026-05-27
일반음식점,춘하추동,강원특별자치도 춘천시 북산면 오봉산길 697,강원특별자치도 춘천시 북산면 청평리 산 188-8 ,,한식,2026-05-27
일반음식점,문어랑,"강원특별자치도 춘천시 애막골길7번길 25, 1층 (석사동)",강원특별자치도 춘천시 석사동 737-9 (1층) ,,한식,2026-05-27
일반음식점,춘천집,강원특별자치도 춘천시 공지로 61-4 (석사동),강원특별자치도 춘천시 석사동 635-7 ,,한식,2026-05-27
일반음식점,잭밀러,"강원특별자치도 춘천시 스무숲2길 1, 1층 (석사동)",강원특별자치도 춘천시 석사동 940-1 (1층) ,,경양식,2026-05-27
일반음식점,진이식당,"강원특별자치도 춘천시 영서로 2352-44, 풍물시장 92, 93, 94호 (온의동)",강원특별자치도 춘천시 온의동 148-1 풍물시장 ,,한식,2026-05-27
일반음식점,육림집,"강원특별자치도 춘천시 영서로 2352-44, 12동 1층 90호 (온의동, 풍물시장)",강원특별자치도 춘천시 온의동 148-1 외29필지12동90호 ,,한식,2026-05-27
일반음식점,대박치킨,"강원특별자치도 춘천시 영서로 2352-12 (온의동, 온의동외23필지상가4동141호)",강원특별자치도 춘천시 온의동 45-2 외23필지 상가4동 141 ,,통닭(치킨),2026-05-27
일반음식점,대박포차,"강원특별자치도 춘천시 벌말길 92, 1층 (석사동)",강원특별자치도 춘천시 석사동 696-7 (1층) ,,분식,2026-05-27
일반음식점,연이네초밥,강원특별자치도 춘천시 영서로 2250-8 (퇴계동),강원특별자치도 춘천시 퇴계동 637-21 ,,일식,2026-05-27
일반음식점,꽃도야,"강원특별자치도 춘천시 서부대성로 129, 1층 (운교동)",강원특별자치도 춘천시 운교동 191-3 ,,한식,2026-05-27
일반음식점,부영식당,강원특별자치도 춘천시 북산면 오봉산길 697,강원특별자치도 춘천시 북산면 청평리 산 188-8 ,,한식,2026-05-27
일반음식점,처음처럼벼리네,"강원특별자치도 춘천시 서면 삿갓봉길 102, 1층",강원특별자치도 춘천시 서면 오월리 97-55 외1필지 1층 ,,한식,2026-05-27
일반음식점,누구나홀딱반한닭춘천후평점,"강원특별자치도 춘천시 후석로326번길 9, 1층 (후평동)",강원특별자치도 춘천시 후평동 457-4 ,,한식,2026-05-27
일반음식점,호반횟집,강원특별자치도 춘천시 서면 삿갓봉길 45,강원특별자치도 춘천시 서면 오월리 97-69 ,,횟집,2026-05-27
일반음식점,오렌지클럽,"강원특별자치도 춘천시 후석로 246, 지하1~2층 (후평동)",강원특별자치도 춘천시 후평동 891-2 지하1~2층 ,,라이브카페,2026-05-27
일반음식점,맛도리,강원특별자치도 춘천시 삭주로 33-1 (교동),강원특별자치도 춘천시 교동 136-13 ,,패스트푸드,2026-05-27
일반음식점,딱실내포장마차,강원특별자치도 춘천시 보안길 70 (후평동),강원특별자치도 춘천시 후평동 430-21 ,,호프/통닭,2026-05-27
일반음식점,미빠2,"강원특별자치도 춘천시 서부대성로 233, 지하1층 (효자동)",강원특별자치도 춘천시 효자동 628-8 ,,정종/대포집/소주방,2026-05-27
일반음식점,후떡볶이,"강원특별자치도 춘천시 서부대성로 239, 1층 (효자동)",강원특별자치도 춘천시 효자동 628-10 ,,분식,2026-05-27
일반음식점,리버팰리스,"강원특별자치도 춘천시 남산면 방하로 451, 1층",강원특별자치도 춘천시 남산면 방하리 366-1 ,,한식,2026-05-27
일반음식점,아키친,"강원특별자치도 춘천시 방송길36번길 53-6, 1층 (근화동)",강원특별자치도 춘천시 근화동 285-4 ,,기타,2026-05-27
일반음식점,옥탑방오봉자싸롱거두리점,"강원특별자치도 춘천시 동내면 거두택지길 12-1, 1층",강원특별자치도 춘천시 동내면 거두리 946-7 ,,호프/통닭,2026-05-27
일반음식점,곱분이곱창거두점,"강원특별자치도 춘천시 동내면 거두택지길 16-1, 1층",강원특별자치도 춘천시 동내면 거두리 946-10 ,,식육(숯불구이),2026-05-27
일반음식점,홍어랑돼지랑,"강원특별자치도 춘천시 춘천로282번길 3, 1층 (후평동)",강원특별자치도 춘천시 후평동 687-2 ,,기타,2026-05-27
일반음식점,잇빠이대박이네,"강원특별자치도 춘천시 공지로 367, 1층 36,42,47호 (효자동, 남부시장 )",강원특별자치도 춘천시 효자동 684-11 ,,정종/대포집/소주방,2026-05-27
일반음식점,이태원,"강원특별자치도 춘천시 남춘로36번길 79, 2층 (퇴계동)",강원특별자치도 춘천시 퇴계동 968-3 ,,기타,2026-05-27
일반음식점,일차앤이차,"강원특별자치도 춘천시 동내면 거두택지길 22, 1층",강원특별자치도 춘천시 동내면 거두리 956-3 1층 ,,중국식,2026-05-27
일반음식점,카페유나브라이튼춘천점(Caffe Youna Brighton),"강원특별자치도 춘천시 백령로119번길 4, 1층 (효자동)",강원특별자치도 춘천시 효자동 767-3 ,,기타,2026-05-27
일반음식점,포지티브즈(Positives),"강원특별자치도 춘천시 서부대성로205번길 10, 1층 (효자동)",강원특별자치도 춘천시 효자동 619-1 ,,기타,2026-05-27
일반음식점,메종,"강원특별자치도 춘천시 퇴계로145번길 11-5, 1층 (퇴계동)",강원특별자치도 춘천시 퇴계동 959-6 ,,정종/대포집/소주방,2026-05-27
일반음식점,오심오,"강원특별자치도 춘천시 신동면 김유정로 1407, 2층",강원특별자치도 춘천시 신동면 증리 1043-127 ,,기타,2026-05-27
일반음식점,그랑블루(바다향기칼국수),"강원특별자치도 춘천시 동내면 고은길 168, 3층",강원특별자치도 춘천시 동내면 사암리 148-3 ,,기타,2026-05-27
일반음식점,기쁨이네,"강원특별자치도 춘천시 춘천로296번길 14, 1층 (후평동)",강원특별자치도 춘천시 후평동 689-12 ,,한식,2026-05-27
일반음식점,민가,"강원특별자치도 춘천시 남춘천길 3, 1층 (퇴계동)",강원특별자치도 춘천시 퇴계동 1141-2 ,,한식,2026-05-27
일반음식점,다맛골,"강원특별자치도 춘천시 소양정길 23, 2층 (소양로1가)",강원특별자치도 춘천시 소양로1가 105-25 ,,한식,2026-05-27
일반음식점,어쩌다농부,"강원특별자치도 춘천시 중앙로77번길 35, 1층 (죽림동)",강원특별자치도 춘천시 죽림동 28-5 1층 ,,한식,2026-05-27
일반음식점,더로컬,"강원특별자치도 춘천시 영서로 2529-13, 1층 101호 (근화동)",강원특별자치도 춘천시 근화동 534-8 ,,기타,2026-05-27
일반음식점,오늘산책,"강원특별자치도 춘천시 전원안길33번길 8-5, 1층 (교동)",강원특별자치도 춘천시 교동 113-47 ,,한식,2026-05-27
일반음식점,공원삼겹살,"강원특별자치도 춘천시 동내면 춘천순환로72번길 50, 1층",강원특별자치도 춘천시 동내면 거두리 982-8 ,,한식,2026-05-27
일반음식점,묘한라이브펍,"강원특별자치도 춘천시 남춘로26번길 14, 3층 (퇴계동)",강원특별자치도 춘천시 퇴계동 1079 ,,라이브카페,2026-05-27
일반음식점,요선동꼬마김밥,"강원특별자치도 춘천시 서부대성로44번길 20-1, 1층 (요선동)",강원특별자치도 춘천시 요선동 13-10 ,,분식,2026-05-27
일반음식점,신북커피,"강원특별자치도 춘천시 신북읍 신샘밭로 622-7, 1층",강원특별자치도 춘천시 신북읍 천전리 672-5 ,,기타,2026-05-27
일반음식점,생그레,강원특별자치도 춘천시 소양정길 28-1 (소양로1가),강원특별자치도 춘천시 소양로1가 92-50 ,,기타,2026-05-27
일반음식점,화양연화커피,"강원특별자치도 춘천시 후석로46번길 11, 1층 (석사동)",강원특별자치도 춘천시 석사동 666-12 ,,기타,2026-05-27
일반음식점,심야화로,"강원특별자치도 춘천시 퇴계로 97, 1층 101호 (퇴계동)",강원특별자치도 춘천시 퇴계동 1094 ,,정종/대포집/소주방,2026-05-27
일반음식점,단우물카페,강원특별자치도 춘천시 신북읍 신북로 323,강원특별자치도 춘천시 신북읍 산천리 320-2 ,,기타,2026-05-27
일반음식점,바다수퍼해물천하조개구이찜춘천점,"강원특별자치도 춘천시 수변공원길 25-1, 1층 (삼천동)",강원특별자치도 춘천시 삼천동 13-2 ,,기타,2026-05-27
일반음식점,아가사식당,"강원특별자치도 춘천시 춘천로151번길 21-2, 1층 102호 (운교동)",강원특별자치도 춘천시 운교동 170 ,,분식,2026-05-27
일반음식점,허밍면옥,"강원특별자치도 춘천시 충열로16번길 29, 1층 101호 (우두동)",강원특별자치도 춘천시 우두동 1061-13 ,,분식,2026-05-27
일반음식점,발바닥애견카페,강원특별자치도 춘천시 동내면 거두길 26,강원특별자치도 춘천시 동내면 거두리 546-2 ,,기타,2026-05-27
일반음식점,싣나모,"강원특별자치도 춘천시 남면 충효로 489, 1층",강원특별자치도 춘천시 남면 추곡리 165-1 ,,기타,2026-05-27
일반음식점,추억의꼬마김밥,"강원특별자치도 춘천시 금강로 67, 1층 (조양동)",강원특별자치도 춘천시 조양동 37-4 ,,분식,2026-05-27
일반음식점,인더파인,"강원특별자치도 춘천시 서면 납실길 60, 1층",강원특별자치도 춘천시 서면 오월리 229-2 ,,기타,2026-05-27
일반음식점,딤섬하오,"강원특별자치도 춘천시 동내면 춘천순환로 131, 1층",강원특별자치도 춘천시 동내면 거두리 1058-1 ,,경양식,2026-05-27
일반음식점,로컬가치연구소 호미,"강원특별자치도 춘천시 서면 툇골길 9, 1층",강원특별자치도 춘천시 서면 서상리 1053-1 ,,기타,2026-05-27
일반음식점,미소만족,"강원특별자치도 춘천시 새롬공원길5번길 12, 1층 (석사동)",강원특별자치도 춘천시 석사동 840-14 ,,기타,2026-05-27
일반음식점,동부지짐이다정,"강원특별자치도 춘천시 동부시장길 8, 지하 1층 3호 (운교동, 동부시장현대아파트)",강원특별자치도 춘천시 운교동 183 동부시장현대아파트 ,,한식,2026-05-27
일반음식점,퇴계영월집,"강원특별자치도 춘천시 퇴계로93번길 10-8, 1층 104호 (퇴계동)",강원특별자치도 춘천시 퇴계동 1090 ,,정종/대포집/소주방,2026-05-27
일반음식점,해바라기,"강원특별자치도 춘천시 동부시장길 8, 1층 7,29호 (운교동, 동부시장현대아파트)",강원특별자치도 춘천시 운교동 183 동부시장현대아파트 ,,정종/대포집/소주방,2026-05-27
일반음식점,미소와,강원특별자치도 춘천시 보안길 59 (후평동),강원특별자치도 춘천시 후평동 701-5 ,,식육(숯불구이),2026-05-27
일반음식점,콩스키친,"강원특별자치도 춘천시 춘천로185번길 15, 1층 (운교동)",강원특별자치도 춘천시 운교동 184-5 ,,기타,2026-05-27
일반음식점,셀카페,"강원특별자치도 춘천시 수풍골길13번길 11, 1층 (후평동)",강원특별자치도 춘천시 후평동 95-16 ,,기타,2026-05-27
일반음식점,온찬,"강원특별자치도 춘천시 백령로 6, 1층 (효자동)",강원특별자치도 춘천시 효자동 250-51 ,,일식,2026-05-27
일반음식점,오페라,"강원특별자치도 춘천시 우석로38번길 74-7, 1층 (석사동)",강원특별자치도 춘천시 석사동 103-80 ,,정종/대포집/소주방,2026-05-27
일반음식점,명동우미닭갈비별관,"강원특별자치도 춘천시 영서로 2343, 1층 (온의동)",강원특별자치도 춘천시 온의동 65-35 ,,한식,2026-05-27
일반음식점,쌀러뷰,"강원특별자치도 춘천시 옥천길54번길 26, 1층 (옥천동)",강원특별자치도 춘천시 옥천동 14-33 ,,분식,2026-05-27
일반음식점,한배탄사람들,"강원특별자치도 춘천시 중앙로77번길 29, 1층 (죽림동)",강원특별자치도 춘천시 죽림동 28-38 ,,일식,2026-05-27
일반음식점,온이,"강원특별자치도 춘천시 영서로 2297, 1층 (온의동)",강원특별자치도 춘천시 온의동 152-26 152-23 ,,기타,2026-05-27
일반음식점,소주고개로닭갈비,"강원특별자치도 춘천시 남면 소주고개로 238, 1층",강원특별자치도 춘천시 남면 후동리 229-3 ,,한식,2026-05-27
일반음식점,꽃이다,"강원특별자치도 춘천시 성심로66번길 9-5, 1층 (효자동)",강원특별자치도 춘천시 효자동 114-7 ,,기타,2026-05-27
일반음식점,진양원양꼬치,"강원특별자치도 춘천시 애막골길7번길 22, 1층 (석사동)",강원특별자치도 춘천시 석사동 736-13 ,,식육(숯불구이),2026-05-27
일반음식점,joc젤라또(journey of cream),"강원특별자치도 춘천시 중앙로 88, 1층 (중앙로2가)",강원특별자치도 춘천시 중앙로2가 56 ,,기타,2026-05-27
일반음식점,거두리그집,"강원특별자치도 춘천시 동내면 거두택지길 93-9, 1층",강원특별자치도 춘천시 동내면 거두리 1111-2 ,,정종/대포집/소주방,2026-05-27
일반음식점,봄봄막걸리카페,"강원특별자치도 춘천시 서부대성로48번길 12, 1층 (요선동)",강원특별자치도 춘천시 요선동 10-2 ,,정종/대포집/소주방,2026-05-27
일반음식점,온,"강원특별자치도 춘천시 성심로 5, 1층 (교동)",강원특별자치도 춘천시 교동 156-1 ,,식육(숯불구이),2026-05-27
일반음식점,라벨로페,"강원특별자치도 춘천시 안마산로 114-1, 1층 (퇴계동)",강원특별자치도 춘천시 퇴계동 528-11 ,,호프/통닭,2026-05-27
일반음식점,알린(AHLIN),"강원특별자치도 춘천시 후석로46번길 23, 1층 (석사동)",강원특별자치도 춘천시 석사동 667-8 ,,기타,2026-05-27
일반음식점,구봉농원,강원특별자치도 춘천시 동면 만군길 155,강원특별자치도 춘천시 동면 만천리 329 ,,한식,2026-05-27
일반음식점,대룡산장,"강원특별자치도 춘천시 동내면 원창고개길 123-15, 1층",강원특별자치도 춘천시 동내면 학곡리 106-4 ,,기타,2026-05-27
일반음식점,모두숲,"강원특별자치도 춘천시 벌말길 89, 1층 (석사동)",강원특별자치도 춘천시 석사동 697-1 ,,한식,2026-05-27
일반음식점,핀든하우스,"강원특별자치도 춘천시 춘천로167번길 6-1, 1층 (운교동)",강원특별자치도 춘천시 운교동 134-9 ,,기타,2026-05-27
일반음식점,정아내,"강원특별자치도 춘천시 동부시장길 8, 상가동 1층 92호 (운교동, 동부시장현대아파트)",강원특별자치도 춘천시 운교동 183 동부시장현대아파트 ,,정종/대포집/소주방,2026-05-27
일반음식점,베스트프렌즈,"강원특별자치도 춘천시 지석로 80, 춘천시너스카펠라복합빌딩 6층 602호 (퇴계동)",강원특별자치도 춘천시 퇴계동 1017 ,,기타,2026-05-27
일반음식점,제이제이식당,"강원특별자치도 춘천시 서부대성로 221, 2층 (효자동)",강원특별자치도 춘천시 효자동 626-4 ,,기타,2026-05-27
일반음식점,지젤,"강원특별자치도 춘천시 백령로138번길 25, 1,2층 (효자동)",강원특별자치도 춘천시 효자동 629-2 ,,호프/통닭,2026-05-27
일반음식점,센트럴,"강원특별자치도 춘천시 공지로 448-1, 3층 (근화동)",강원특별자치도 춘천시 근화동 711-4 ,,기타,2026-05-27
일반음식점,카페429-1지내리,"강원특별자치도 춘천시 신북읍 금광길 77, 1층",강원특별자치도 춘천시 신북읍 지내리 429-12 ,,기타,2026-05-27
일반음식점,그루잠,강원특별자치도 춘천시 서면 박사로 233-9,강원특별자치도 춘천시 서면 덕두원리 134-13 ,,기타,2026-05-27
일반음식점,카페알로하,"강원특별자치도 춘천시 서면 박사로 1539, 1층",강원특별자치도 춘천시 서면 서상리 129 ,,기타,2026-05-27
일반음식점,카페20(CAFE20),"강원특별자치도 춘천시 스무숲2길 3, 1층 (석사동)",강원특별자치도 춘천시 석사동 940-2 ,,정종/대포집/소주방,2026-05-27
일반음식점,볶덖방,"강원특별자치도 춘천시 후석로393번길 30, 1층 (후평동)",강원특별자치도 춘천시 후평동 847-5 ,,기타,2026-05-27
일반음식점,셰프의연어,"강원특별자치도 춘천시 보안길 23, 1층 (후평동)",강원특별자치도 춘천시 후평동 795-8 ,,기타,2026-05-27
일반음식점,그락스,"강원특별자치도 춘천시 동면 춘천순환로 471, 1층",강원특별자치도 춘천시 동면 만천리 655-3 ,,경양식,2026-05-27
일반음식점,숙성회마트,"강원특별자치도 춘천시 안마산로 107, 마디온빌딩 1층 110호 (퇴계동)",강원특별자치도 춘천시 퇴계동 530-5 ,,횟집,2026-05-27
일반음식점,신포리커피집,"강원특별자치도 춘천시 사북면 영서로 4725, 1층",강원특별자치도 춘천시 사북면 신포리 411-4 ,,기타,2026-05-27
일반음식점,엘엑스엑스엑스엘(lxxxl),"강원특별자치도 춘천시 서부대성로227번길 7-1, 지하1층 (효자동)",강원특별자치도 춘천시 효자동 625-10 ,,감성주점,2026-05-27
일반음식점,프렌치쪽갈비춘천스무숲점,"강원특별자치도 춘천시 스무숲3길 2, 1층 (석사동)",강원특별자치도 춘천시 석사동 940-7 ,,기타,2026-05-27
일반음식점,굴봉산식당,"강원특별자치도 춘천시 남산면 서백길 295, 1층",강원특별자치도 춘천시 남산면 백양리 512-9 ,,한식,2026-05-27
일반음식점,온의동베이커리,"강원특별자치도 춘천시 충혼길18번길 17, 1층 (온의동)",강원특별자치도 춘천시 온의동 517-1 ,,기타,2026-05-27
일반음식점,정족리동치미막국수,"강원특별자치도 춘천시 신동면 김유정로 1772, 1층",강원특별자치도 춘천시 신동면 정족리 667-1 ,,한식,2026-05-27
일반음식점,상하이,"강원특별자치도 춘천시 동면 춘천로449번길 24, 1층",강원특별자치도 춘천시 동면 장학리 998-1 ,,중국식,2026-05-27
일반음식점,온정닭갈비,"강원특별자치도 춘천시 스무숲1길 32-3, 1층 (석사동)",강원특별자치도 춘천시 석사동 913-1 ,,한식,2026-05-27
일반음식점,심야화로스무숲점,"강원특별자치도 춘천시 스무숲1길 73, 1층 (석사동)",강원특별자치도 춘천시 석사동 917-7 ,,식육(숯불구이),2026-05-27
일반음식점,미미즈(mimi's),"강원특별자치도 춘천시 보안길 42, 1층 (후평동)",강원특별자치도 춘천시 후평동 43-7 ,,한식,2026-05-27
일반음식점,주안상춘천본점,"강원특별자치도 춘천시 스무숲1길 32-10, 1층 (석사동)",강원특별자치도 춘천시 석사동 911-10 ,,호프/통닭,2026-05-27
일반음식점,한림골,"강원특별자치도 춘천시 성심로 5-1, 지하층 (교동)",강원특별자치도 춘천시 교동 156-3 ,,호프/통닭,2026-05-27
일반음식점,을지로연탄구이춘천퇴계점,"강원특별자치도 춘천시 우묵길78번길 20, 1층 (퇴계동)",강원특별자치도 춘천시 퇴계동 1153-2 ,,한식,2026-05-27
일반음식점,두바퀴쉼터,"강원특별자치도 춘천시 서면 박사로 914-24, 1층",강원특별자치도 춘천시 서면 금산리 388-3 ,,기타,2026-05-27
일반음식점,마적산손만두,강원특별자치도 춘천시 신북읍 상천3길 56,강원특별자치도 춘천시 신북읍 천전리 224-3 ,,한식,2026-05-27
일반음식점,오브에스프레소바&레브케이크,"강원특별자치도 춘천시 애막골길16번길 19, 1층 (석사동)",강원특별자치도 춘천시 석사동 766-8 ,,기타,2026-05-27
일반음식점,다복향마라탕,"강원특별자치도 춘천시 서부대성로 247, 1층 (효자동)",강원특별자치도 춘천시 효자동 632-27 ,,중국식,2026-05-27
일반음식점,한식식당,"강원특별자치도 춘천시 중앙로 136, 6층 (소양로4가)",강원특별자치도 춘천시 소양로4가 115-10 ,,한식,2026-05-27
일반음식점,한신포차 춘천석사CGV점,"강원특별자치도 춘천시 지석로 85, 1층 111호 (석사동)",강원특별자치도 춘천시 석사동 888-4 ,,경양식,2026-05-27
일반음식점,화산마라탕,"강원특별자치도 춘천시 삭주로 74, 2층 (교동)",강원특별자치도 춘천시 교동 157-15 ,,중국식,2026-05-27
일반음식점,폴라리스,"강원특별자치도 춘천시 서부대성로 86, 1층 (조양동)",강원특별자치도 춘천시 조양동 5-48 ,,기타,2026-05-27
일반음식점,언니네토스트,"강원특별자치도 춘천시 공단로 52, 1층 (후평동)",강원특별자치도 춘천시 후평동 245-11 ,,한식,2026-05-27
일반음식점,무사피르(MUSAFIR),"강원특별자치도 춘천시 공지로252번길 22, 1층 (효자동)",강원특별자치도 춘천시 효자동 333-48 ,,기타,2026-05-27
일반음식점,팔호냉삼집본점,"강원특별자치도 춘천시 효자로150번길 11-4, 1층 (효자동)",강원특별자치도 춘천시 효자동 647 ,,탕류(보신용),2026-05-27
일반음식점,금화왕돈까스 춘천만천점,"강원특별자치도 춘천시 동면 춘천순환로 515, 1층 102호",강원특별자치도 춘천시 동면 만천리 763-2 ,,한식,2026-05-27
일반음식점,엠에스티(MST),"강원특별자치도 춘천시 백령로 165, 1층 (효자동)",강원특별자치도 춘천시 효자동 18-60 ,,기타,2026-05-27
일반음식점,뚱땡이버거,"강원특별자치도 춘천시 중앙로 지하 37-1, 다77-다78호 (중앙로1가)",강원특별자치도 춘천시 중앙로1가 91 다78 ,,기타,2026-05-27
일반음식점,샐러디춘천퇴계점,"강원특별자치도 춘천시 퇴계농공로 11, 106호 (석사동)",강원특별자치도 춘천시 석사동 888-1 ,,기타,2026-05-27
일반음식점,청평산장,"강원특별자치도 춘천시 북산면 오봉산길 661, 1층",강원특별자치도 춘천시 북산면 청평리 667-4 ,,기타,2026-05-27
일반음식점,주상옥,"강원특별자치도 춘천시 스무숲4길 10, 1층 (석사동)",강원특별자치도 춘천시 석사동 944-3 ,,한식,2026-05-27
일반음식점,우리동네전포차,"강원특별자치도 춘천시 효석로89번길 27, 1층 (석사동)",강원특별자치도 춘천시 석사동 698-1 ,,한식,2026-05-27
일반음식점,달콤한 삼겹살 거두점,"강원특별자치도 춘천시 동내면 외솔길19번길 80-56, 1층",강원특별자치도 춘천시 동내면 거두리 1055-5 ,,식육(숯불구이),2026-05-27
일반음식점,메가박스 중앙(주) 춘천석사지점,"강원특별자치도 춘천시 후석로 120, ENTA 2층 (석사동)",강원특별자치도 춘천시 석사동 980 ,,기타,2026-05-27
일반음식점,호주에서온스시 춘천우두점,"강원특별자치도 춘천시 우두1길 100, 116동 1층 112호 (우두동)",강원특별자치도 춘천시 우두동 1089 ,,일식,2026-05-27
일반음식점,산뜰,"강원특별자치도 춘천시 신북읍 영서로 3337, 1,2층",강원특별자치도 춘천시 신북읍 용산리 341-3 ,,기타,2026-05-27
일반음식점,임사부국밥&냉면,"강원특별자치도 춘천시 영서로 2918, 현대아파트 207호 (사농동)",강원특별자치도 춘천시 사농동 158-1 현대아파트 ,,한식,2026-05-27
일반음식점,핵밥 춘천 장학점,"강원특별자치도 춘천시 동면 춘천로449번길 16-2, 1층",강원특별자치도 춘천시 동면 장학리 1005-5 ,,기타,2026-05-27
일반음식점,진스키친,"강원특별자치도 춘천시 삭주로 55-1, 1층 (교동)",강원특별자치도 춘천시 교동 93-28 ,,경양식,2026-05-27
일반음식점,카페WLCM,"강원특별자치도 춘천시 공지로 255, 1층 (효자동)",강원특별자치도 춘천시 효자동 303-14 ,,기타,2026-05-27
일반음식점,꼬꼬닭발,"강원특별자치도 춘천시 사우로 46, 1층 우측호 (사농동)",강원특별자치도 춘천시 사농동 46-15 ,,기타,2026-05-27
일반음식점,열두달평양손만두,"강원특별자치도 춘천시 서부대성로44번길 19-2, 1층 (요선동)",강원특별자치도 춘천시 요선동 14-18 ,,기타,2026-05-27
일반음식점,하정식당,강원특별자치도 춘천시 소양로120번길 18-1 (소양로3가),강원특별자치도 춘천시 소양로3가 6 ,,중국식,2026-05-27
일반음식점,돈연가연탄,"강원특별자치도 춘천시 사우로 144, 1층 (우두동)",강원특별자치도 춘천시 우두동 160-7 ,,식육(숯불구이),2026-05-27
일반음식점,신아리랑,"강원특별자치도 춘천시 춘천로309번길 9, 1층 (후평동)",강원특별자치도 춘천시 후평동 706-11 ,,한식,2026-05-27
일반음식점,고려산장,강원특별자치도 춘천시 북산면 오봉산길 697,강원특별자치도 춘천시 북산면 청평리 산 188-1 ,,한식,2026-05-27
일반음식점,강가에닭갈비(강가에포차),"강원특별자치도 춘천시 남산면 방하로 1166-3, 1층",강원특별자치도 춘천시 남산면 서천리 689 ,,기타,2026-05-27
일반음식점,장호덕 손만두,"강원특별자치도 춘천시 남춘천새길 6, 101호 (퇴계동)",강원특별자치도 춘천시 퇴계동 1112 ,,기타,2026-05-27
일반음식점,백암토종순대,"강원특별자치도 춘천시 우두1길 21, 1층 102호 (우두동)",강원특별자치도 춘천시 우두동 1095 ,,한식,2026-05-27
일반음식점,국내산흑염소전문점,"강원특별자치도 춘천시 우두상리길 37, 1층 (우두동)",강원특별자치도 춘천시 우두동 187-1 ,,식육(숯불구이),2026-05-27
일반음식점,청춘꼬마김밥 신사우점,"강원특별자치도 춘천시 우두1길 101, 1층 108호 (우두동)",강원특별자치도 춘천시 우두동 1118-1 ,,분식,2026-05-27
일반음식점,고니,"강원특별자치도 춘천시 대양당길 27, 1동 1층 (후평동)",강원특별자치도 춘천시 후평동 802-5 ,,식육(숯불구이),2026-05-27
일반음식점,책방 바라타리아,"강원특별자치도 춘천시 당간지주길74번길 5, 1층 (근화동)",강원특별자치도 춘천시 근화동 798-6 ,,기타,2026-05-27
일반음식점,두리기갈매기살,"강원특별자치도 춘천시 스무숲1길 42, 1층 (석사동)",강원특별자치도 춘천시 석사동 919-10 ,,기타,2026-05-27
일반음식점,만천리 한우마을 밥집,"강원특별자치도 춘천시 후석로420번길 7, 1층 B108호 (후평동)",강원특별자치도 춘천시 후평동 558-1 ,,식육(숯불구이),2026-05-27
일반음식점,오돼지국밥,"강원특별자치도 춘천시 효자로92번길 2, 1층 (효자동)",강원특별자치도 춘천시 효자동 667 ,,기타,2026-05-27
일반음식점,인생건어물(춘천7호점),"강원특별자치도 춘천시 우두6길 5, 1층 103호 (우두동)",강원특별자치도 춘천시 우두동 1117-3 ,,호프/통닭,2026-05-27
일반음식점,소소오뎅,"강원특별자치도 춘천시 우두1길 79, 1층 (우두동)",강원특별자치도 춘천시 우두동 1113-3 ,,기타,2026-05-27
일반음식점,수미상회,"강원특별자치도 춘천시 안마산로 217-1, 한주아파트 상가동 1층 111호 (퇴계동)",강원특별자치도 춘천시 퇴계동 944 한주아파트 ,,기타,2026-05-27
일반음식점,(유)아웃백스테이크하우스코리아 춘천점,"강원특별자치도 춘천시 후석로 120, 2층 (석사동)",강원특별자치도 춘천시 석사동 980 ,,패밀리레스트랑,2026-05-27
일반음식점,바다가 내손아귀,"강원특별자치도 춘천시 스무숲1길 8-8, 1층 (석사동)",강원특별자치도 춘천시 석사동 909-2 ,,기타,2026-05-27
일반음식점,달빛아래주점,"강원특별자치도 춘천시 삭주로 94, 동보빌리지 지하1층 (후평동)",강원특별자치도 춘천시 후평동 857 동보빌리지 ,,정종/대포집/소주방,2026-05-27
일반음식점,감자아일랜드 온의점,"강원특별자치도 춘천시 방송길 77, 1층 1309,1310호 (온의동, 춘천 센트럴타워 푸르지오)",강원특별자치도 춘천시 온의동 601 춘천 센트럴타워 푸르지오 ,,경양식,2026-05-27
